Sentence_id,Text,class_label,processed_text
27356,"And what I did was work with our joint chiefs of staff to think about, what are we going to need in the future to make sure that we are safe?",0,work joint chief staff think going need future make sure safe
7456,I am -- you know it's really interesting.,0,know really interesting
14229,You're talking about 2 different subjects.,0,youre talking different subject
32607,"I mean, I think we should be allowed to maybe...",0,mean think allowed maybe
29196,Let me give you the example of Mexico.,0,let give example mexico
14159,I've spent my whole adult life very close to the military.,0,ive spent whole adult life close military
27074,And so seeing Syria remove Assad is a very high priority for us.,0,seeing syria remove assad high priority u
34358,That's why I want to invest in you.,0,thats want invest
23561,"I had to make the decision to destroy more life, so do we continue to destroy life -- I made the decision to balance science and ethics.",0,make decision destroy life continue destroy life made decision balance science ethic
33427,"... to sign immigration reform, and George W. Bush supported it, as well.",1,sign immigration reform george w bush supported well
32344,And how do we expect to be able to implement those?,0,expect able implement
3181,"I must remind him that we're at peace and during the period that he brags about unemployment being low, the United States was at war.",1,must remind peace period brag unemployment low united state war
32880,"We might have had some differences, and we had a lot of debates...",0,might difference lot debate
26414,We're going to get it done.,0,going get done
1385,"The one-man, one-vote rule, which is a very important one that uh - s- struck down the unwarranted influence in the legislature of parsley - uh populated areas of - of the states.",0,oneman onevote rule important one uh struck unwarranted influence legislature parsley uh populated area state
27149,They have to make sure that they're cooperating with us when it comes to counterterrorism.,0,make sure theyre cooperating u come counterterrorism
9506,"And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?",0,want bring rate time lower exemption deduction particularly people high end
13691,"Well, the record in Arkansas.",0,well record arkansas
17237,"When we took office, we discovered that the program that the Carter-Mondale administration had said would solve the fiscal problems of Social Security for the next 50 years wouldn't solve them for 5.",0,took office discovered program cartermondale administration said would solve fiscal problem social security next year wouldnt solve
17765,Whose taxes will you raise?,0,whose tax raise
11871,"She said, reading is the new civil right.",0,said reading new civil right
30377,"You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.",0,many different thing able dont believe hillary stamen
8861,The individuals that would then get jobs - give them a break that encourages them to leave the social welfare programs and go to work.,0,individual would get job give break encourages leave social welfare program go work
19445,"But let me remind you, my family has suffered from drug abuse.",0,let remind family suffered drug abuse
12632,In Africa - these countries that have newly joined the United Nations.,0,africa country newly joined united nation
12936,"In view of the difficulties we've had with the islands, in view of the difficulties and disputes we've had with Chiang Kai-shek, that's the only position we can take.",0,view difficulty weve island view difficulty dispute weve chiang kaishek thats position take
24272,Whichever place you put it.,0,whichever place put
27177,We need a strong economy.,0,need strong economy
16790,"Well, Mr. Ford doesn't seem to put into perspective the fact that when - when uh five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings.",1,well mr ford doesnt seem put perspective fact uh five hundred thousand people work three month ago two half million people work took office touch human being
15344,I noticed recently that Governor Reagan frequently quotes Democratic presidents in his acceptance address.,0,noticed recently governor reagan frequently quote democratic president acceptance address
27247,We're 9 million jobs short of that.,1,million job short
11775,"The worldÃ¢â‚¬â„¢s coming together, as I said, they're looking to us.",0,world coming together said theyre looking u
14616,"Key thing here, see, we all come up with images.",0,key thing see come image
10954,"Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.",1,copayments go cost go skyrocketing cost make people le le able afford health insurance america
28577,And let me tell you what the record shows.,0,let tell record show
19459,We ought to keep guns out of the hands of criminals.,0,ought keep gun hand criminal
18291,When I came back from that war I saw that it was wrong.,0,came back war saw wrong
24804,They didn't tell you that that same year they increased spending $1.83 for every dollar we increased taxes.,1,didnt tell year increased spending every dollar increased tax
17962,You've been through the roughest weeks anybody could imagine.,0,youve roughest week anybody could imagine
19507,Look at where we are today.,0,look today
2323,You can't engage in some of this risky behavior that is putting Main Street at risk.,0,cant engage risky behavior putting main street risk
17253,And I do resort to prayer.,0,resort prayer
661,And the interesting place-one of the things that fascinates me about this perestroika and glasnost is wheats going to happen in Eastern Europe.,0,interesting placeone thing fascinates perestroika glasnost wheat going happen eastern europe
1408,"I selected him because of his outstanding record as a Circuit Court of Appeals Judge, and I was very pleased that uh - an overwhelming Democratic United States Senate, after going into his background, came to the conclusion that he was uh - fit and should serve, and the vote in his behalf was overwhelming.",0,selected outstanding record circuit court appeal judge pleased uh overwhelming democratic united state senate going background came conclusion uh fit serve vote behalf overwhelming
21395,That's the main growing thing in the budget.,0,thats main growing thing budget
21919,That's true of any family.,0,thats true family
14989,And this was the spot at which President Carter had promised that he was going to bring in a vast program to rebuild this department.,1,spot president carter promised going bring vast program rebuild department
17317,I'll stand on my record on that.,0,ill stand record
2848,"The facts are, there - the Soviet Union relationship with Egypt is uh - at a low level.",1,fact soviet union relationship egypt uh low level
16268,"I think we ought to be looking at modernization, I think we ought to be exploring less expensive ways to get it on land, and we ought to make sure that we have an effective and strong and credible nuclear deterrent.",0,think ought looking modernization think ought exploring le expensive way get land ought make sure effective strong credible nuclear deterrent
7411,"I think in those days after 9/11, I thought the president did a terrific job.",0,think day thought president terrific job
13109,This is the history of dealing with dictators.,0,history dealing dictator
7767,We all know about the vote held this week - of the five neutralists - and it was generally regarded as a defeat for the United States.,0,know vote held week five neutralist generally regarded defeat united state
15563,I hear this talk about a blank check.,0,hear talk blank check
7523,"It's the sunrise side, not the sunset side.",0,sunrise side sunset side
2434,"I think something this big, this important has to be done on a bipartisan basis.",0,think something big important done bipartisan basis
3486,"But we're also going to have to look at, how is it that we shredded so many regulations?",0,also going look shredded many regulation
11901,"Well, I had thought that there was a controversy at the end of the legislative session where the hate crimes law in Texas was -- failed, and that the Byrd family, among others, asked you to support it, Governor, and it died in committee for lack of support.",0,well thought controversy end legislative session hate crime law texas failed byrd family among others asked support governor died committee lack support
23426,That's how you create jobs and become competitive.,0,thats create job become competitive
19903,"Now, I feel very strongly about a lot of things.",0,feel strongly lot thing
195,I think we ought to do it by everybody doing what they can do out of conscience.,0,think ought everybody conscience
21628,But it asked the wealthiest Americans to pay a little more.,1,asked wealthiest american pay little
18776,There are sanctions in place on Iran.,1,sanction place iran
1007,The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically.,0,american people called upon tighten belt bit meeting problem face domestically
7924,"I would not meet Mr. Khrushchev unless there were some agreements at the secondary level - foreign ministers or ambassadors - which would indicate that the meeting would have some hope of success, or a useful exchange of ideas.",0,would meet mr khrushchev unless agreement secondary level foreign minister ambassador would indicate meeting would hope success useful exchange idea
20694,"We have to be willing to make good, sound judgments.",0,willing make good sound judgment
29031,We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,0,devoted child nearly oneandahalfyearold grandson
28848,"I may not be for your version, Mr. Vice President, but I'm for what I just described to the lady.",0,may version mr vice president im described lady
15843,"And I would say, I don't know whether that's kind or not, it's just an objective statement.",0,would say dont know whether thats kind objective statement
13316,We cannot have it in our hearts.,0,heart
24769,"Pretty simple, folks -- if you're paying more and you don't have the best, if all else fails go copy the people who have the best who spend less, right?",0,pretty simple folk youre paying dont best else fails go copy people best spend le right
9933,He said the standard bearer wasn't for it.,0,said standard bearer wasnt
24723,Mr. Bush made that charge.,1,mr bush made charge
15466,"I would like to have a crusade today, and I would like to lead that crusade with your help.",0,would like crusade today would like lead crusade help
3800,"I went to Iraq in 2003 and came back and said, we've got to change this strategy.",0,went iraq came back said weve got change strategy
7191,So I don't intend to see it undone.,0,dont intend see undone
21798,"They're all nice people, they're just in a bad system.",0,theyre nice people theyre bad system
26227,"We've doubled the number of loans from the small business administration, tripled the number of loans to women business people, no one unqualified, everybody had to meet the standards.",1,weve doubled number loan small business administration tripled number loan woman business people one unqualified everybody meet standard
15025,"These are the kinds of efforts worked on a joint basis with community leaders, particularly in the minority areas of the central cities that have been deteriorating so rapidly in the past.",0,kind effort worked joint basis community leader particularly minority area central city deteriorating rapidly past
1598,"But I do know that if the president of the United States and the Congress of the United States and the people of the United States said, ""I believe our nation is greater than what we are now.""",0,know president united state congress united state people united state said believe nation greater
3425,"You know, we are at a defining moment in our history.",0,know defining moment history
340,The government has a role.,0,government role
1471,And Mr. Ford hasn't done anything about it.,1,mr ford hasnt done anything
26210,And he stands here and says politicians who make promises like that ought to be ignored.,0,stand say politician make promise like ought ignored
32154,"And I'm going to fix it, because I agree with you.",0,im going fix agree
17559,I believe we need some fairness.,0,believe need fairness
337,"My campaign chairman, Secretary Jim Baker's wife.",0,campaign chairman secretary jim baker wife
18876,But what I won't do is change my core values because of politics or because of pressure.,0,wont change core value politics pressure
8328,"Until we get the surpluses off the farmer's back, however, we should have a program such as I announced, which will see that farm income holds up.",0,get surplus farmer back however program announced see farm income hold
15148,The Soviet Union sat at the table knowing that we had gone forward with unilateral concessions without any reciprocation from them whatsoever.,0,soviet union sat table knowing gone forward unilateral concession without reciprocation whatsoever
2381,"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.",1,dont know president could come office facing million people work rising unemployment economic crisis kitchen table spend energy passion two year fighting obamacare instead fighting job american people
2814,That's got to be changed.,0,thats got changed
9756,"I said that I'd end the war in Iraq, and I did.",1,said id end war iraq
9755,"I told you I'd cut taxes for small businesses, and I have.",1,told id cut tax small business
5950,"He voted against it and, obviously, we had to take Saddam Hussein out of Kuwait or it would've threatened the Middle Eastern world supply.",1,voted obviously take saddam hussein kuwait wouldve threatened middle eastern world supply
9939,"Now, let me mention one other thing, and that is self-deportation says let people make their own choice.",0,let mention one thing selfdeportation say let people make choice
12080,And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them.,0,reason difficult school control recent year flood cheap handgun widely available kid finding way get ahold
1443,And that means that there will be more industrial activity.,0,mean industrial activity
17996,"And, as well, we're pursuing a strategy of freedom around the world, because I understand free nations will reject terror.",0,well pursuing strategy freedom around world understand free nation reject terror
14604,And the difference between Arkansas and the US is that we're going in the right direction and this country's going in the wrong direction.,0,difference arkansas u going right direction country going wrong direction
10240,"And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so.",0,president regular opportunity label currency manipulator refuse
7484,They also kick me around.,0,also kick around
8768,"I think that conservation - I think that a change in lifestyles - is necessary, and we had better begin to plan for that now rather than later.",0,think conservation think change lifestyle necessary better begin plan rather later
2069,"The first two weeks she's got them, some of them sitting on the floor until finally they get reassigned.",0,first two week shes got sitting floor finally get reassigned
16768,"And we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs.",0,proven think conclusively reduce rate inflation increase job
1505,"I think a lot of it uh - depends on current events - uh - sometimes foreign affairs, sometimes domestic affairs.",0,think lot uh depends current event uh sometimes foreign affair sometimes domestic affair
29559,"So you've got to ask yourself, why won't he release his tax returns?",0,youve got ask wont release tax return
7144,Women work for 76 cents on the dollar for the same work that men do.,1,woman work cent dollar work men
10576,"My friend, I'd like you to see the letter that a group of senators and I wrote warning exactly of this crisis.",0,friend id like see letter group senator wrote warning exactly crisis
17866,We believe that we had also promised that we would make our country more secure.,0,believe also promised would make country secure
3027,He indicates he would not make those.,0,indicates would make
33062,"We are, however, producing a lot of natural gas, which serves as a bridge to more renewable fuels.",1,however producing lot natural gas serf bridge renewable fuel
1716,But I also want to close those loopholes that are giving incentives for companies that are shipping jobs overseas.,0,also want close loophole giving incentive company shipping job overseas
20398,Middle class seniors like George McKinney and his wife are not covered for four to five years.,1,middle class senior like george mckinney wife covered four five year
2926,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.,1,united state took initiative working israel egypt achieving sinai ii agreement im proud say single egyptian israeli soldier lost life since signing sinai agreement
21705,"In the communities which have had real success putting police officers near schools where kids carry weapons, to get the weapons out of the schools, are on the same blocks, you've seen crime go down.",1,community real success putting police officer near school kid carry weapon get weapon school block youve seen crime go
13801,Those things deserve to be dealt with from day one.,0,thing deserve dealt day one
12465,There's too many issues left unresolved.,0,there many issue left unresolved
16830,This costs our uh - government about uh - $1.4 billion a year.,1,cost uh government uh billion year
28379,He wants to grow the government and I trust you with your own money.,0,want grow government trust money
8391,I think that's a good investment.,0,think thats good investment
15172,"You've got 99 other senators to correct that mistake, if it is a mistake.",0,youve got senator correct mistake mistake
17155,I will never stand for a reduction of the Social Security benefits to the people that are now getting them.,0,never stand reduction social security benefit people getting
3812,"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.",0,thanks great general david petraeus troop serve succeeded
20615,"I think the governor's instinct is not necessarily bad because we have worked with the Russians in a constructive way in Kosovo, for example, to end the conflict there.",0,think governor instinct necessarily bad worked russian constructive way kosovo example end conflict
18643,"I think by acting firmly and decisively, it will mean it is less likely we have to use force.",0,think acting firmly decisively mean le likely use force
3330,And last week when we were trying to get the Export Administration Act through the Congress - necessary legislation - my administration went to Capitol Hill and tried to convince the House and the Senate that we should have an amendment on that legislation which would take strong and effective action against those who uh - participate or cooperate with the Arab uh boycott.,1,last week trying get export administration act congress necessary legislation administration went capitol hill tried convince house senate amendment legislation would take strong effective action uh participate cooperate arab uh boycott
7188,I'll answer it straight to America.,0,ill answer straight america
6970,And they came up with a variety of ideas for people to look at.,0,came variety idea people look
15569,So I'm pledged to do that.,0,im pledged
3565,But let's be clear: Earmarks account for $18 billion in last year's budget.,1,let clear earmark account billion last year budget
2455,"In the meantime, folks out there with insurance, you're already getting a rebate.",1,meantime folk insurance youre already getting rebate
17133,"I've stood up and told the American people that I think it's a real problem, that it can destroy long-term economic growth, and I've told you what I think should be done.",0,ive stood told american people think real problem destroy longterm economic growth ive told think done
15798,"Drug counselors out there in the street who are providing help to youngsters who come up to me and others who ask for help and want help, are doing the hard work, the heroic work, which it takes to provide that kind of leadership, that kind of counseling, that kind of support.",0,drug counselor street providing help youngster come others ask help want help hard work heroic work take provide kind leadership kind counseling kind support
27932,And that's not going to happen by just hiring teachers.,0,thats going happen hiring teacher
13409,Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America.,0,anybody say america standing still last seven half year hasnt traveling around america
27137,That's the kind of leadership we'll continue to show.,0,thats kind leadership well continue show
26920,"We're going to have to put in place a very comprehensive and robust strategy to help the -- the world of Islam and other parts of the world, reject this radical violent extremism, which is -- it's certainly not on the run.",0,going put place comprehensive robust strategy help world islam part world reject radical violent extremism certainly run
22857,That's what the Duelfer report showed.,1,thats duelfer report showed
3884,An election law just in the last few days.,0,election law last day
8661,"Governor Reagan is not responsible for what has happened over the last four years, nor am I.",0,governor reagan responsible happened last four year
21339,The trick is to expand our export base and to expand trade on terms that are fair to us.,0,trick expand export base expand trade term fair u
14027,I would like for them to look you in the eye and tell you why they have people representing foreign countries working on their campaigns.,0,would like look eye tell people representing foreign country working campaign
33830,And I think it's her campaign.,0,think campaign
33435,"Well, if you went on to read the rest of the sentence, I was talking about energy.",0,well went read rest sentence talking energy
23537,I think it is respecting life to do it in an ethical way.,0,think respecting life ethical way
6450,"Thank you, Arizona State, for welcoming us.",0,thank arizona state welcoming u
6990,We balanced the budget in the '90s.,1,balanced budget
14343,They will not let them see the written instructions given to Ambassador Glaspie.,0,let see written instruction given ambassador glaspie
8701,"Recycle those proceeds, then, back into the pockets of the American workers by reducing their tax payments.",0,recycle proceeds back pocket american worker reducing tax payment
18992,I can't say it any more plainly.,0,cant say plainly
28754,We need campaign finance reform and we need to shoot straight with young and old alike and tell them what the real choices are.,0,need campaign finance reform need shoot straight young old alike tell real choice
18932,And that is another way to help deal with the threats that we face in the 21st century.,0,another way help deal threat face st century
27670,This is -- this is an important part of the world for us.,0,important part world u
32468,"You have provisions in the tax code that, frankly, we could change.",0,provision tax code frankly could change
6282,"So choice and competition amongst schools is one of the key elements that's already been proven in places in like New Orleans and New York City and other places, where we have charter schools, where we take good teachers and we reward them and promote them.",1,choice competition amongst school one key element thats already proven place like new orleans new york city place charter school take good teacher reward promote
17906,I believe there's fundamental fairness crying out that needs to be achieved in our tax system.,0,believe there fundamental fairness cry need achieved tax system
5520,"Number one, let's focus on jobs.",0,number one let focus job
19450,Not if I didn't have a better idea.,0,didnt better idea
22615,That's why we're bringing Al Qaida to justice.,0,thats bringing al qaida justice
29432,They're going to do a tremendous job.,0,theyre going tremendous job
32166,But we've got to get costs down.,0,weve got get cost
6347,"And I will support those reforms, and I will fund the ones that are reformed.",0,support reform fund one reformed
28378,It's a difference of opinion.,0,difference opinion
22480,They're not going to be solved overnight.,0,theyre going solved overnight
3673,"With all due respect, you already gave them to the oil companies.",1,due respect already gave oil company
19890,"First of all, Senator Dole, let's set the record straight.",0,first senator dole let set record straight
6510,"No, this war is a matter of using every asset at our disposal to keep the American people protected.",0,war matter using every asset disposal keep american people protected
13201,"In 1955, Mr. Dulles at a press conference said: ""The treaty that we have with the Republic of China excludes Quemoy and Matsu from the treaty area.""",1,mr dulles press conference said treaty republic china excludes quemoy matsu treaty area
8762,"Mr. Greenberg, I think my opponent in this debate tonight is overlooking one other very important fact.",0,mr greenberg think opponent debate tonight overlooking one important fact
2415,"I like the fact that in my state, we had Republicans and Democrats come together and work together.",0,like fact state republican democrat come together work together
2330,"Because if you do, then Governor Romney is your candidate.",0,governor romney candidate
25043,"He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided there'd been a miscalculation.",1,said missile le dangerous ballistic missile could fire could recall decided thered miscalculation
16607,We have uh - just advocated uh - this past week a consolidation of the responsibilities for energy.,1,uh advocated uh past week consolidation responsibility energy
21918,"Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.",0,nobody luckier ive way across spectrum greatest rich wife child
6974,It'll be a vital issue in my second term.,0,itll vital issue second term
27676,That was the right thing to do.,0,right thing
9051,"And some people in high positions of leadership, tell us that the answer is to retreat.",0,people high position leadership tell u answer retreat
7620,The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.,1,soviet union expressed regret u bering sea incident
25030,"Where I part with the President is that despite all of those differences we must, as past Presidents before this one have done, meet on the common ground of survival.",0,part president despite difference must past president one done meet common ground survival
25406,"It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go.",0,might oil fire might jet exhaust computer might decide missile go
21134,"If you don't have trust in that, I do.",0,dont trust
626,"But look, let me sum it up.",0,look let sum
25971,No president had ever taken on the tobacco lobby before.,1,president ever taken tobacco lobby
10149,"A lot of great single moms, single dads.",0,lot great single mom single dad
34085,I think we've never had a situation so bad in this country.,0,think weve never situation bad country
24132,Therein is the best answer to her.,0,therein best answer
1561,"Someone who can analyze the depths of feeling in our country to set a standard for our people to follow, to inspire our people to reach for greatness, to correct our defects, to answer difficult questions, to bind ourselves together in a spirit of unity.",0,someone analyze depth feeling country set standard people follow inspire people reach greatness correct defect answer difficult question bind together spirit unity
12850,The Soviet Union does understand strength.,0,soviet union understand strength
2340,Let me mention another regulation in Dodd-Frank.,0,let mention another regulation doddfrank
27532,And -- and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.,0,strength shown iran shown fact weve able mobilize world
10683,That's why I've called for an investment of $15 billion a year over 10 years.,1,thats ive called investment billion year year
11248,"That's part of what happened in Afghanistan, where we rushed into Iraq and Senator McCain and President Bush suggested that it wasn't that important to catch bin Laden right now and that we could muddle through, and that has cost us dearly.",1,thats part happened afghanistan rushed iraq senator mccain president bush suggested wasnt important catch bin laden right could muddle cost u dearly
29580,"You know, I made a mistake using a private e- mail.",0,know made mistake using private e mail
25066,"And he opposed even President Carter, when toward the end of his term President Carter wanted to increase the defense budget.",1,opposed even president carter toward end term president carter wanted increase defense budget
29504,The Fed is being more political than Secretary Clinton.,0,fed political secretary clinton
16573,As a matter of fact - now- I don't advocate amnesty; I advocate pardon.,0,matter fact dont advocate amnesty advocate pardon
18348,"And finally, he says we ought to have a summit.",0,finally say ought summit
8995,For a return to traditions and values that we once had.,0,return tradition value
26187,Tell him you can have everything you got.,0,tell everything got
33101,And I want to take all that experience to the White House and do that every single day.,0,want take experience white house every single day
33024,"The EPA, Environmental Protection Agency, is killing these energy companies.",0,epa environmental protection agency killing energy company
19456,You don't buy any gun.,0,dont buy gun
17262,"And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church.",0,position hold world live embassy get blown beirut supposed talk debate st understand pose threat several hundred people go church
22914,These are families that get hurt.,0,family get hurt
9478,"And I want to continue those tax cuts for middle-class families, and for small business.",0,want continue tax cut middleclass family small business
22144,"Now, the other superpowers need to do their part.",0,superpower need part
24223,The plans are all over Washington.,0,plan washington
17645,"It has begun to decline, but it is still going up.",1,begun decline still going
28829,"And incidentally, Mel Carnahan in Missouri had the finest record on diversity in any governor in the entire history of the State of Missouri.",1,incidentally mel carnahan missouri finest record diversity governor entire history state missouri
2459,"But the fact of the matter is that some of the prescriptions that he's offered, like letting you buy insurance across state lines, there's no indication that that somehow is going to help somebody who's got a pre-existing condition be able to finally buy insurance.",0,fact matter prescription he offered like letting buy insurance across state line there indication somehow going help somebody who got preexisting condition able finally buy insurance
11920,"And it's important, Jim, not only -- not just because of Texas, but because this mirrors the national controversy.",0,important jim texas mirror national controversy
20666,"Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.",0,dont want get involved everywhere doesnt mean back anywhere come
18911,"I'm going to shut that program down, and we're going to make it clear to the world we're serious about containing nuclear proliferation.",0,im going shut program going make clear world serious containing nuclear proliferation
23838,I think we've dramatically changed the world.,0,think weve dramatically changed world
14971,The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.,1,size government increased onesixth california increased proportion population georgia
18208,We're going to reform our intelligence services to make sure that we get the best intelligence possible.,0,going reform intelligence service make sure get best intelligence possible
25563,"Now, here we have to decide between generalized objectives and reality.",0,decide generalized objective reality
14533,Reduce the White House staff by a 3rd after or at the same time the Congress does the same thing for their staff.,0,reduce white house staff rd time congress thing staff
9989,And it won't help us grow.,0,wont help u grow
29958,"Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued.",1,far lawsuit yes young went father company real estate company brooklyn queen along many many company throughout country federal lawsuit sued
24656,The reason Magic Johnson resigned from the AIDS Commission is because the statement you heard tonight from Mr. Bush is the longest and best statement he's made about it in public.,1,reason magic johnson resigned aid commission statement heard tonight mr bush longest best statement he made public
16536,Keep my promises to the American people.,0,keep promise american people
8741,"and that's simply why I proposed, 15 months ago, the emergency excise tax on gasoline that I did.",1,thats simply proposed month ago emergency excise tax gasoline
27811,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,1,president mentioned auto industry somehow would favor job elsewhere
18341,"Join us for a war that is the wrong war at the wrong place at the wrong time?""",0,join u war wrong war wrong place wrong time
30287,Iran is one of their biggest trading partners.,1,iran one biggest trading partner
7504,We can have health care for all Americans.,0,health care american
6987,He's broken the pay-as-you-go rules.,0,he broken payasyougo rule
13031,"In other words, the next president, as he leads America and the free world, can be only as great as the American people are great.",0,word next president lead america free world great american people great
579,The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West.,1,governor nuclear freeze would locked thousand soviet intermediate nuclear force weapon zero west
21605,And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,0,need help everybody across country get passed substantial way congress
1271,"As a matter of fact, that committee under Secretary Hills released about a seventy-five-page report with specific recommendations so we can do a better job uh - the weeks ahead.",0,matter fact committee secretary hill released seventyfivepage report specific recommendation better job uh week ahead
17985,The rest of them know we're after them.,0,rest know
20238,And let me give you an example of what I mean.,0,let give example mean
32430,Maybe there is no hacking.,0,maybe hacking
32492,"If China has a GDP of 7 percent, it's like a national catastrophe.",0,china gdp percent like national catastrophe
7263,But I will never turn over our national- security decisions to leaders of other countries.,0,never turn national security decision leader country
7707,"We preach in the Declaration of Independence and in the Constitution, in the statement of our greatest leaders, we preach very high standards; and if we're not going to be s- charged before the world with hypocrisy we have to meet those standards.",0,preach declaration independence constitution statement greatest leader preach high standard going charged world hypocrisy meet standard
20715,One of the key points in foreign policy and national security policy is the need to re-establish the old-fashioned principle that politics ought to stop at the water's edge.,0,one key point foreign policy national security policy need reestablish oldfashioned principle politics ought stop water edge
13951,"Then the other day he says he's for it, however then we've got to pass other legislation.",0,day say he however weve got pas legislation
26952,"Number four, the rule of law.",0,number four rule law
14953,"Office estimate that there is probably tens of billions of dollars that is lost in fraud alone, and they have added that waste adds even more to that.",1,office estimate probably ten billion dollar lost fraud alone added waste add even
34403,That's part of my commitment to raise taxes on the wealthy.,0,thats part commitment raise tax wealthy
28866,"$3,000 tax credit to help your expenses in taking care of a loved one who needs long-term care.",0,tax credit help expense taking care loved one need longterm care
6295,And we certainly need to adjust the certain loan eligibility to inflation.,0,certainly need adjust certain loan eligibility inflation
34043,She should not be allowed to run.,0,allowed run
18927,We convinced Libya to disarm.,1,convinced libya disarm
22242,This is a government that is not serving you.,0,government serving
33012,"And I just want to quickly say, I respect the Second Amendment.",0,want quickly say respect second amendment
1783,"We cut taxes for middle-class families by about $3,600.",1,cut tax middleclass family
32350,"It's been debunked, but it never stops him from saying whatever he wants to say.",1,debunked never stop saying whatever want say
12046,"The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns.",0,woman bought gun two boy killing columbine said give name fill form would bought gun
17009,"And the greatest resource of all are the two hundred and fifteen million Americans who have within us the strength, the character, the intelligence, the experience, the patriotism, the idealism, the compassion, the sense of brotherhood on which we can rely in the future to restore the greatness to our country We ought not to be excluded from our government anymore.",0,greatest resource two hundred fifteen million american within u strength character intelligence experience patriotism idealism compassion sense brotherhood rely future restore greatness country ought excluded government anymore
13895,The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,1,natl science foundation study said would difficult u reach fuel efficiency standard excess mile per gallon year
21831,I just have to say something.,0,say something
19229,"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",1,first remember campaign season since senator dole candidate bragged fact voted medicare beginning one member
3709,"I think that we have to return -- particularly in defense spending, which is the largest part of our appropriations -- we have to do away with cost-plus contracts.",0,think return particularly defense spending largest part appropriation away costplus contract
23527,Chris Reeve is a friend of mine.,0,chris reeve friend mine
19636,This is a serious business.,0,serious business
22251,"If I could wish for one thing for great public schools, it would be a strong family unit in every home -- nothing will ever replace that.",0,could wish one thing great public school would strong family unit every home nothing ever replace
24957,And what about the mining of the harbors in Nicaragua which violated international law?,0,mining harbor nicaragua violated international law
2523,"And I'm going to work together with Congress to say, OK, what -- what are the various ways we could bring down deductions, for instance?",0,im going work together congress say ok various way could bring deduction instance
1367,"I have been a hunter all my life and happen to own both shotguns, rifles, and a handgun.",0,hunter life happen shotgun rifle handgun
14552,"Well, that's the only protection the taxpayer has against some of these reckless pork programs up there, and I'd rather be able to just line it right out of there and get on about passing some good stuff but leave out the garbage.",0,well thats protection taxpayer reckless pork program id rather able line right get passing good stuff leave garbage
19441,"Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it.",1,secondly senator dole voted crime bill death penalty drug kingpin
14648,It doesn't work that way when you're president.,0,doesnt work way youre president
12783,"Part of that, as the Gallup Polls show, is because the Soviet Union made a breakthrough in outer space.",1,part gallup poll show soviet union made breakthrough outer space
10036,"And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home.",0,ultimately responsible whats taking place folk im one greet coffin come home
23531,"We have 100,000 to 200,000 embryos that are frozen in nitrogen today from fertility clinics.",1,embryo frozen nitrogen today fertility clinic
4351,"That wasn't proven when Ronald Reagan said we would do SDI, which is missile defense.",1,wasnt proven ronald reagan said would sdi missile defense
